viewport_frames,current_optimal_res,buffer_health,state,playback_progress,timestamp,has_ads,ads_duration,init_time,network_estimate_kbps,network_activity
1136x639 / 0 dropped of 480Current /,1280x720@24 / 1280x720@24,30.84,8,19.81,1633933163.201631,False,0,1633933138.0336971,21361,496
1136x639 / 0 dropped of 492Current /,1280x720@24 / 1280x720@24,59.82,8,20.31,1633933163.6987107,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 504Current /,1280x720@24 / 1280x720@24,59.32,8,20.81,1633933164.198719,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 516Current /,1280x720@24 / 1280x720@24,58.82,8,21.31,1633933164.7100234,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 527Current /,1280x720@24 / 1280x720@24,58.33,8,21.8,1633933165.2106233,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 539Current /,1280x720@24 / 1280x720@24,57.84,8,22.3,1633933165.722676,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 551Current /,1280x720@24 / 1280x720@24,57.34,8,22.8,1633933166.22349,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 563Current /,1280x720@24 / 1280x720@24,56.84,8,23.3,1633933166.729402,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 575Current /,1280x720@24 / 1280x720@24,56.33,8,23.8,1633933167.2359774,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 587Current /,1280x720@24 / 1280x720@24,55.84,8,24.3,1633933167.7438602,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 599Current /,1280x720@24 / 1280x720@24,55.34,8,24.8,1633933168.2482402,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 611Current /,1280x720@24 / 1280x720@24,54.84,8,25.3,1633933168.7533653,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 623Current /,1280x720@24 / 1280x720@24,54.34,8,25.8,1633933169.268274,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 635Current /,1280x720@24 / 1280x720@24,53.84,8,26.29,1633933169.77285,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 659Current /,1280x720@24 / 1280x720@24,52.84,8,27.29,1633933170.2853365,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 671Current /,1280x720@24 / 1280x720@24,52.33,8,27.79,1633933170.7878983,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 683Current /,1280x720@24 / 1280x720@24,51.83,8,28.29,1633933171.2850957,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 695Current /,1280x720@24 / 1280x720@24,51.33,8,28.8,1633933171.79151,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 707Current /,1280x720@24 / 1280x720@24,50.83,8,29.3,1633933172.3035715,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 719Current /,1280x720@24 / 1280x720@24,50.33,8,29.8,1633933172.8034015,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 731Current /,1280x720@24 / 1280x720@24,49.83,8,30.3,1633933173.3171186,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 743Current /,1280x720@24 / 1280x720@24,49.33,8,30.8,1633933173.8221457,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 755Current /,1280x720@24 / 1280x720@24,48.82,8,31.3,1633933174.3222802,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 767Current /,1280x720@24 / 1280x720@24,48.32,8,31.81,1633933174.8276258,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 779Current /,1280x720@24 / 1280x720@24,47.82,8,32.31,1633933175.333948,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 791Current /,1280x720@24 / 1280x720@24,47.31,8,32.81,1633933175.8397152,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 803Current /,1280x720@24 / 1280x720@24,46.81,8,33.31,1633933176.3527825,False,0,1633933138.0336971,21361,0
1136x639 / 0 dropped of 815Current /,1280x720@24 / 1280x720@24,46.31,8,33.81,1633933176.8540359,False,0,1633933138.0336971,22556,0
1136x639 / 0 dropped of 827Current /,1280x720@24 / 1280x720@24,48.48,8,34.32,1633933177.3659356,False,0,1633933138.0336971,22556,386
1136x639 / 0 dropped of 839Current /,1280x720@24 / 1280x720@24,47.97,8,34.82,1633933177.873407,False,0,1633933138.0336971,24752,384
1136x639 / 0 dropped of 851Current /,1280x720@24 / 1280x720@24,74.81,8,35.32,1633933178.372203,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 863Current /,1280x720@24 / 1280x720@24,74.31,8,35.82,1633933178.8778977,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 875Current /,1280x720@24 / 1280x720@24,73.81,8,36.32,1633933179.383745,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 887Current /,1280x720@24 / 1280x720@24,73.31,8,36.82,1633933179.895783,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 900Current /,1280x720@24 / 1280x720@24,72.8,8,37.34,1633933180.4045603,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 912Current /,1280x720@24 / 1280x720@24,72.3,8,37.84,1633933180.9014986,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 924Current /,1280x720@24 / 1280x720@24,71.81,8,38.33,1633933181.4091537,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 936Current /,1280x720@24 / 1280x720@24,71.31,8,38.83,1633933181.9124734,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 948Current /,1280x720@24 / 1280x720@24,70.81,8,39.33,1633933182.4256449,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 960Current /,1280x720@24 / 1280x720@24,70.32,8,39.83,1633933182.927407,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 971Current /,1280x720@24 / 1280x720@24,69.82,8,40.33,1633933183.4423072,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 983Current /,1280x720@24 / 1280x720@24,69.32,8,40.83,1633933183.9410975,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 995Current /,1280x720@24 / 1280x720@24,68.82,8,41.33,1633933184.4495986,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1007Current /,1280x720@24 / 1280x720@24,68.31,8,41.83,1633933184.950676,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1019Current /,1280x720@24 / 1280x720@24,67.82,8,42.33,1633933185.4645426,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1031Current /,1280x720@24 / 1280x720@24,67.32,8,42.82,1633933185.9686706,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1043Current /,1280x720@24 / 1280x720@24,66.82,8,43.32,1633933186.4703693,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1055Current /,1280x720@24 / 1280x720@24,66.32,8,43.82,1633933186.980832,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1067Current /,1280x720@24 / 1280x720@24,65.83,8,44.32,1633933187.4805572,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1079Current /,1280x720@24 / 1280x720@24,65.33,8,44.81,1633933187.9855814,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1091Current /,1280x720@24 / 1280x720@24,64.83,8,45.31,1633933188.5016534,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1103Current /,1280x720@24 / 1280x720@24,64.34,8,45.8,1633933189.0011191,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1115Current /,1280x720@24 / 1280x720@24,63.84,8,46.3,1633933189.513502,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1127Current /,1280x720@24 / 1280x720@24,63.34,8,46.8,1633933190.0204237,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1138Current /,1280x720@24 / 1280x720@24,62.85,8,47.29,1633933190.5206861,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1150Current /,1280x720@24 / 1280x720@24,62.35,8,47.79,1633933191.0333595,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1162Current /,1280x720@24 / 1280x720@24,61.86,8,48.29,1633933191.5355163,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1174Current /,1280x720@24 / 1280x720@24,61.36,8,48.78,1633933192.047722,False,0,1633933138.0336971,24752,0
1136x639 / 0 dropped of 1186Current /,1280x720@24 / 1280x720@24,72.73,8,49.28,1633933192.5557818,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1198Current /,1280x720@24 / 1280x720@24,72.23,8,49.78,1633933193.0581026,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1210Current /,1280x720@24 / 1280x720@24,71.73,8,50.28,1633933193.564285,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1222Current /,1280x720@24 / 1280x720@24,71.24,8,50.77,1633933194.0707214,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1234Current /,1280x720@24 / 1280x720@24,70.74,8,51.28,1633933194.5762432,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1246Current /,1280x720@24 / 1280x720@24,70.23,8,51.78,1633933195.0830328,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1258Current /,1280x720@24 / 1280x720@24,69.73,8,52.28,1633933195.5891194,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1270Current /,1280x720@24 / 1280x720@24,69.23,8,52.78,1633933196.1057305,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1282Current /,1280x720@24 / 1280x720@24,68.73,8,53.28,1633933196.6099343,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1294Current /,1280x720@24 / 1280x720@24,68.23,8,53.78,1633933197.1353931,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1306Current /,1280x720@24 / 1280x720@24,67.73,8,54.28,1633933197.6336806,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1318Current /,1280x720@24 / 1280x720@24,67.23,8,54.78,1633933198.1363173,False,0,1633933138.0336971,24644,0
1136x639 / 0 dropped of 1330Current /,1280x720@24 / 1280x720@24,84.86,8,55.28,1633933198.632589,False,0,1633933138.0336971,26506,979
1136x639 / 0 dropped of 1342Current /,1280x720@24 / 1280x720@24,84.37,8,55.77,1633933199.1409936,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1353Current /,1280x720@24 / 1280x720@24,83.88,8,56.25,1633933199.643987,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1365Current /,1280x720@24 / 1280x720@24,83.39,8,56.75,1633933200.1589067,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1377Current /,1280x720@24 / 1280x720@24,82.89,8,57.25,1633933200.6650739,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1389Current /,1280x720@24 / 1280x720@24,82.39,8,57.75,1633933201.1714811,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1401Current /,1280x720@24 / 1280x720@24,81.89,8,58.24,1633933201.670373,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1413Current /,1280x720@24 / 1280x720@24,81.4,8,58.74,1633933202.182489,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1425Current /,1280x720@24 / 1280x720@24,80.91,8,59.22,1633933202.683836,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1437Current /,1280x720@24 / 1280x720@24,80.42,8,59.72,1633933203.1898198,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1448Current /,1280x720@24 / 1280x720@24,79.92,8,60.22,1633933203.6960075,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1460Current /,1280x720@24 / 1280x720@24,79.42,8,60.72,1633933204.2024462,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1472Current /,1280x720@24 / 1280x720@24,78.92,8,61.21,1633933204.7077272,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1484Current /,1280x720@24 / 1280x720@24,78.42,8,61.72,1633933205.213742,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1496Current /,1280x720@24 / 1280x720@24,77.92,8,62.22,1633933205.720795,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1508Current /,1280x720@24 / 1280x720@24,77.42,8,62.72,1633933206.2332854,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1520Current /,1280x720@24 / 1280x720@24,76.92,8,63.22,1633933206.7338288,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1532Current /,1280x720@24 / 1280x720@24,76.42,8,63.71,1633933207.241093,False,0,1633933138.0336971,26506,0
1136x639 / 0 dropped of 1544Current /,1280x720@24 / 1280x720@24,104.84,8,64.21,1633933207.752817,False,0,1633933138.0336971,23268,559
1136x639 / 0 dropped of 1556Current /,1280x720@24 / 1280x720@24,104.34,8,64.71,1633933208.2534606,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1568Current /,1280x720@24 / 1280x720@24,103.84,8,65.22,1633933208.7578878,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1580Current /,1280x720@24 / 1280x720@24,103.34,8,65.72,1633933209.2650936,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1592Current /,1280x720@24 / 1280x720@24,102.84,8,66.21,1633933209.7721565,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1604Current /,1280x720@24 / 1280x720@24,102.34,8,66.71,1633933210.2778327,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1616Current /,1280x720@24 / 1280x720@24,101.85,8,67.21,1633933210.7848525,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1628Current /,1280x720@24 / 1280x720@24,101.35,8,67.71,1633933211.294328,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1640Current /,1280x720@24 / 1280x720@24,100.85,8,68.21,1633933211.8027222,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1652Current /,1280x720@24 / 1280x720@24,100.34,8,68.71,1633933212.3024223,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1664Current /,1280x720@24 / 1280x720@24,99.84,8,69.21,1633933212.8103456,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1676Current /,1280x720@24 / 1280x720@24,99.34,8,69.71,1633933213.3167102,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1688Current /,1280x720@24 / 1280x720@24,98.84,8,70.21,1633933213.82194,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1700Current /,1280x720@24 / 1280x720@24,98.34,8,70.71,1633933214.3273056,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1712Current /,1280x720@24 / 1280x720@24,97.85,8,71.2,1633933214.8332531,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1724Current /,1280x720@24 / 1280x720@24,97.35,8,71.7,1633933215.3397985,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1736Current /,1280x720@24 / 1280x720@24,96.85,8,72.2,1633933215.8460612,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1748Current /,1280x720@24 / 1280x720@24,96.34,8,72.71,1633933216.3487852,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1760Current /,1280x720@24 / 1280x720@24,95.84,8,73.21,1633933216.8597667,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1772Current /,1280x720@24 / 1280x720@24,95.34,8,73.71,1633933217.365771,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1784Current /,1280x720@24 / 1280x720@24,94.84,8,74.21,1633933217.8715658,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1796Current /,1280x720@24 / 1280x720@24,94.34,8,74.71,1633933218.3774805,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1808Current /,1280x720@24 / 1280x720@24,93.84,8,75.21,1633933218.886955,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1820Current /,1280x720@24 / 1280x720@24,93.35,8,75.7,1633933219.3919926,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1832Current /,1280x720@24 / 1280x720@24,92.85,8,76.2,1633933219.8991868,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1855Current /,1280x720@24 / 1280x720@24,91.85,8,77.2,1633933220.4138372,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1855Current /,1280x720@24 / 1280x720@24,91.85,8,77.2,1633933220.9124632,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1879Current /,1280x720@24 / 1280x720@24,90.84,8,78.2,1633933221.41707,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1891Current /,1280x720@24 / 1280x720@24,94.59,8,78.7,1633933221.9267113,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1904Current /,1280x720@24 / 1280x720@24,94.09,8,79.2,1633933222.432904,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1916Current /,1280x720@24 / 1280x720@24,93.59,8,79.7,1633933222.9382107,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1928Current /,1280x720@24 / 1280x720@24,93.08,8,80.2,1633933223.4483232,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1939Current /,1280x720@24 / 1280x720@24,92.58,8,80.7,1633933223.9543035,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1952Current /,1280x720@24 / 1280x720@24,92.08,8,81.2,1633933224.4606512,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1964Current /,1280x720@24 / 1280x720@24,91.58,8,81.71,1633933224.9669147,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1976Current /,1280x720@24 / 1280x720@24,91.08,8,82.21,1633933225.472836,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 1988Current /,1280x720@24 / 1280x720@24,90.58,8,82.71,1633933225.9822469,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2000Current /,1280x720@24 / 1280x720@24,90.07,8,83.21,1633933226.485429,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2012Current /,1280x720@24 / 1280x720@24,89.57,8,83.71,1633933226.9933305,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2023Current /,1280x720@24 / 1280x720@24,89.07,8,84.21,1633933227.5060008,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2035Current /,1280x720@24 / 1280x720@24,88.58,8,84.7,1633933228.0106382,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2047Current /,1280x720@24 / 1280x720@24,88.08,8,85.2,1633933228.5235796,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2059Current /,1280x720@24 / 1280x720@24,87.58,8,85.7,1633933229.0186863,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2071Current /,1280x720@24 / 1280x720@24,87.09,8,86.19,1633933229.5305448,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2083Current /,1280x720@24 / 1280x720@24,86.59,8,86.69,1633933230.029822,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2095Current /,1280x720@24 / 1280x720@24,86.09,8,87.19,1633933230.5363798,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2107Current /,1280x720@24 / 1280x720@24,85.6,8,87.68,1633933231.050936,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2119Current /,1280x720@24 / 1280x720@24,85.1,8,88.17,1633933231.5489259,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2131Current /,1280x720@24 / 1280x720@24,84.61,8,88.67,1633933232.0588746,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2142Current /,1280x720@24 / 1280x720@24,84.11,8,89.17,1633933232.5643425,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2154Current /,1280x720@24 / 1280x720@24,83.61,8,89.66,1633933233.0709796,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2166Current /,1280x720@24 / 1280x720@24,83.11,8,90.17,1633933233.5854251,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2178Current /,1280x720@24 / 1280x720@24,82.61,8,90.67,1633933234.0844953,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2190Current /,1280x720@24 / 1280x720@24,82.11,8,91.17,1633933234.5900989,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2202Current /,1280x720@24 / 1280x720@24,81.61,8,91.67,1633933235.094089,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2214Current /,1280x720@24 / 1280x720@24,81.11,8,92.17,1633933235.602241,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2226Current /,1280x720@24 / 1280x720@24,80.61,8,92.66,1633933236.1074908,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2238Current /,1280x720@24 / 1280x720@24,80.11,8,93.16,1633933236.6136973,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2250Current /,1280x720@24 / 1280x720@24,79.61,8,93.66,1633933237.1206305,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2262Current /,1280x720@24 / 1280x720@24,79.12,8,94.16,1633933237.6257553,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2274Current /,1280x720@24 / 1280x720@24,78.62,8,94.66,1633933238.1313982,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2286Current /,1280x720@24 / 1280x720@24,78.12,8,95.16,1633933238.6381133,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2298Current /,1280x720@24 / 1280x720@24,77.62,8,95.66,1633933239.143374,False,0,1633933138.0336971,23268,0
