viewport_frames,current_optimal_res,buffer_health,state,playback_progress,timestamp,has_ads,ads_duration,init_time,network_estimate_kbps,network_activity
1136x639 / 0 dropped of 294Current /,1280x720@24 / 1280x720@24,38.16,8,12.09,1633932979.0115764,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 306Current /,1280x720@24 / 1280x720@24,37.66,8,12.59,1633932979.517262,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 318Current /,1280x720@24 / 1280x720@24,37.16,8,13.09,1633932980.0299623,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 330Current /,1280x720@24 / 1280x720@24,36.66,8,13.59,1633932980.538837,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 342Current /,1280x720@24 / 1280x720@24,36.16,8,14.09,1633932981.0383222,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 354Current /,1280x720@24 / 1280x720@24,35.65,8,14.59,1633932981.544307,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 366Current /,1280x720@24 / 1280x720@24,35.15,8,15.09,1633932982.0501196,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 378Current /,1280x720@24 / 1280x720@24,34.65,8,15.59,1633932982.5563638,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 390Current /,1280x720@24 / 1280x720@24,34.15,8,16.09,1633932983.0635614,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 402Current /,1280x720@24 / 1280x720@24,33.65,8,16.59,1633932983.577493,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 414Current /,1280x720@24 / 1280x720@24,33.15,8,17.1,1633932984.0767968,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 426Current /,1280x720@24 / 1280x720@24,32.64,8,17.6,1633932984.583272,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 438Current /,1280x720@24 / 1280x720@24,32.14,8,18.1,1633932985.0957272,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 450Current /,1280x720@24 / 1280x720@24,31.64,8,18.6,1633932985.5938296,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 462Current /,1280x720@24 / 1280x720@24,31.14,8,19.1,1633932986.1057212,False,0,1633932960.5614045,28008,0
1136x639 / 0 dropped of 474Current /,1280x720@24 / 1280x720@24,31.13,8,19.6,1633932986.6133993,False,0,1633932960.5614045,34088,1258
1136x639 / 0 dropped of 486Current /,1280x720@24 / 1280x720@24,60.13,8,20.11,1633932987.112712,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 498Current /,1280x720@24 / 1280x720@24,59.62,8,20.61,1633932987.6241765,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 510Current /,1280x720@24 / 1280x720@24,59.12,8,21.11,1633932988.1368914,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 522Current /,1280x720@24 / 1280x720@24,58.62,8,21.61,1633932988.6328478,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 534Current /,1280x720@24 / 1280x720@24,58.12,8,22.11,1633932989.1383154,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 546Current /,1280x720@24 / 1280x720@24,57.62,8,22.61,1633932989.6443624,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 558Current /,1280x720@24 / 1280x720@24,57.12,8,23.11,1633932990.1524718,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 570Current /,1280x720@24 / 1280x720@24,56.62,8,23.62,1633932990.6625826,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 583Current /,1280x720@24 / 1280x720@24,56.12,8,24.12,1633932991.162111,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 595Current /,1280x720@24 / 1280x720@24,55.62,8,24.62,1633932991.675287,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 607Current /,1280x720@24 / 1280x720@24,55.12,8,25.12,1633932992.1751733,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 619Current /,1280x720@24 / 1280x720@24,54.62,8,25.62,1633932992.6806827,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 631Current /,1280x720@24 / 1280x720@24,54.12,8,26.12,1633932993.1940057,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 643Current /,1280x720@24 / 1280x720@24,53.62,8,26.62,1633932993.6988046,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 655Current /,1280x720@24 / 1280x720@24,53.11,8,27.12,1633932994.2056684,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 667Current /,1280x720@24 / 1280x720@24,52.61,8,27.62,1633932994.7033346,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 679Current /,1280x720@24 / 1280x720@24,52.11,8,28.12,1633932995.211813,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 691Current /,1280x720@24 / 1280x720@24,51.61,8,28.63,1633932995.7177787,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 703Current /,1280x720@24 / 1280x720@24,51.11,8,29.12,1633932996.223669,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 715Current /,1280x720@24 / 1280x720@24,50.61,8,29.63,1633932996.730257,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 727Current /,1280x720@24 / 1280x720@24,50.11,8,30.13,1633932997.242598,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 739Current /,1280x720@24 / 1280x720@24,49.61,8,30.63,1633932997.743259,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 751Current /,1280x720@24 / 1280x720@24,49.11,8,31.13,1633932998.2561963,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 763Current /,1280x720@24 / 1280x720@24,48.61,8,31.63,1633932998.7564957,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 775Current /,1280x720@24 / 1280x720@24,48.11,8,32.13,1633932999.2575462,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 787Current /,1280x720@24 / 1280x720@24,47.6,8,32.63,1633932999.768972,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 799Current /,1280x720@24 / 1280x720@24,47.1,8,33.13,1633933000.274566,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 811Current /,1280x720@24 / 1280x720@24,46.6,8,33.64,1633933000.7788258,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 823Current /,1280x720@24 / 1280x720@24,46.08,8,34.14,1633933001.2934573,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 835Current /,1280x720@24 / 1280x720@24,45.58,8,34.64,1633933001.791457,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 847Current /,1280x720@24 / 1280x720@24,47.74,8,35.14,1633933002.2945998,False,0,1633932960.5614045,36324,0
1136x639 / 0 dropped of 859Current /,1280x720@24 / 1280x720@24,47.24,8,35.64,1633933002.8043792,False,0,1633932960.5614045,36324,0
1136x639 / 0 dropped of 871Current /,1280x720@24 / 1280x720@24,74.08,8,36.14,1633933003.3093681,False,0,1633932960.5614045,37526,1933
1136x639 / 0 dropped of 883Current /,1280x720@24 / 1280x720@24,73.58,8,36.63,1633933003.8218758,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 895Current /,1280x720@24 / 1280x720@24,73.09,8,37.13,1633933004.3330348,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 907Current /,1280x720@24 / 1280x720@24,72.59,8,37.63,1633933004.8267727,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 919Current /,1280x720@24 / 1280x720@24,72.09,8,38.13,1633933005.3410742,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 931Current /,1280x720@24 / 1280x720@24,71.59,8,38.63,1633933005.8451648,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 943Current /,1280x720@24 / 1280x720@24,71.09,8,39.13,1633933006.3545232,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 955Current /,1280x720@24 / 1280x720@24,70.59,8,39.63,1633933006.8513856,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 967Current /,1280x720@24 / 1280x720@24,70.08,8,40.13,1633933007.3619459,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 979Current /,1280x720@24 / 1280x720@24,69.59,8,40.63,1633933007.8649285,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 991Current /,1280x720@24 / 1280x720@24,69.08,8,41.13,1633933008.3710163,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1003Current /,1280x720@24 / 1280x720@24,68.58,8,41.63,1633933008.8821273,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1015Current /,1280x720@24 / 1280x720@24,68.08,8,42.13,1633933009.395371,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1027Current /,1280x720@24 / 1280x720@24,67.58,8,42.64,1633933009.8943326,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1040Current /,1280x720@24 / 1280x720@24,67.07,8,43.17,1633933010.3954253,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1052Current /,1280x720@24 / 1280x720@24,66.57,8,43.67,1633933010.9108844,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1064Current /,1280x720@24 / 1280x720@24,66.07,8,44.17,1633933011.4071112,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1076Current /,1280x720@24 / 1280x720@24,65.57,8,44.67,1633933011.9252255,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1088Current /,1280x720@24 / 1280x720@24,65.07,8,45.17,1633933012.4194398,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1100Current /,1280x720@24 / 1280x720@24,64.57,8,45.67,1633933012.929499,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1112Current /,1280x720@24 / 1280x720@24,64.06,8,46.18,1633933013.4411774,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1124Current /,1280x720@24 / 1280x720@24,63.56,8,46.68,1633933013.9424279,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1135Current /,1280x720@24 / 1280x720@24,63.06,8,47.18,1633933014.4486263,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1147Current /,1280x720@24 / 1280x720@24,62.56,8,47.68,1633933014.958183,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1160Current /,1280x720@24 / 1280x720@24,62.06,8,48.18,1633933015.4603522,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1172Current /,1280x720@24 / 1280x720@24,61.56,8,48.68,1633933015.9751258,False,0,1633932960.5614045,37526,0
1136x639 / 0 dropped of 1184Current /,1280x720@24 / 1280x720@24,61.06,8,49.18,1633933016.4779494,False,0,1633932960.5614045,37526,64
1136x639 / 0 dropped of 1196Current /,1280x720@24 / 1280x720@24,72.43,8,49.68,1633933016.9828155,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 1208Current /,1280x720@24 / 1280x720@24,71.93,8,50.18,1633933017.4919045,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 1220Current /,1280x720@24 / 1280x720@24,71.43,8,50.68,1633933017.9906993,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 1232Current /,1280x720@24 / 1280x720@24,70.93,8,51.18,1633933018.4972186,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 1243Current /,1280x720@24 / 1280x720@24,70.43,8,51.67,1633933019.009632,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 1255Current /,1280x720@24 / 1280x720@24,69.94,8,52.17,1633933019.5085294,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 1280Current /,1280x720@24 / 1280x720@24,68.94,8,53.19,1633933020.0494685,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 1280Current /,1280x720@24 / 1280x720@24,68.94,8,53.19,1633933020.5220435,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 1292Current /,1280x720@24 / 1280x720@24,68.43,8,53.69,1633933021.0266554,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 1316Current /,1280x720@24 / 1280x720@24,67.43,8,54.69,1633933021.563408,False,0,1633932960.5614045,36105,0
1136x639 / 0 dropped of 1328Current /,1280x720@24 / 1280x720@24,85.04,8,55.19,1633933022.045409,False,0,1633932960.5614045,40725,1920
1136x639 / 0 dropped of 1340Current /,1280x720@24 / 1280x720@24,84.54,8,55.69,1633933022.5505378,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1352Current /,1280x720@24 / 1280x720@24,84.04,8,56.19,1633933023.0698102,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1364Current /,1280x720@24 / 1280x720@24,83.53,8,56.7,1633933023.5589182,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1376Current /,1280x720@24 / 1280x720@24,83.03,8,57.2,1633933024.070746,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1388Current /,1280x720@24 / 1280x720@24,82.53,8,57.7,1633933024.57685,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1400Current /,1280x720@24 / 1280x720@24,82.03,8,58.2,1633933025.0767956,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1412Current /,1280x720@24 / 1280x720@24,81.53,8,58.7,1633933025.612846,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1424Current /,1280x720@24 / 1280x720@24,81.03,8,59.2,1633933026.1127977,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1436Current /,1280x720@24 / 1280x720@24,80.53,8,59.7,1633933026.619149,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1448Current /,1280x720@24 / 1280x720@24,80.03,8,60.2,1633933027.1253083,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1460Current /,1280x720@24 / 1280x720@24,79.53,8,60.69,1633933027.6308587,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1471Current /,1280x720@24 / 1280x720@24,79.04,8,61.19,1633933028.1308415,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1483Current /,1280x720@24 / 1280x720@24,78.54,8,61.69,1633933028.64264,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1496Current /,1280x720@24 / 1280x720@24,78.04,8,62.19,1633933029.151893,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1508Current /,1280x720@24 / 1280x720@24,77.54,8,62.69,1633933029.664665,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1520Current /,1280x720@24 / 1280x720@24,77.04,8,63.19,1633933030.162165,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1532Current /,1280x720@24 / 1280x720@24,76.54,8,63.69,1633933030.6684268,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1544Current /,1280x720@24 / 1280x720@24,76.04,8,64.18,1633933031.1821399,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1555Current /,1280x720@24 / 1280x720@24,75.55,8,64.68,1633933031.6785913,False,0,1633932960.5614045,40725,0
1136x639 / 0 dropped of 1567Current /,1280x720@24 / 1280x720@24,103.96,8,65.19,1633933032.188256,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1579Current /,1280x720@24 / 1280x720@24,103.46,8,65.69,1633933032.6967854,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1591Current /,1280x720@24 / 1280x720@24,102.96,8,66.19,1633933033.1953857,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1603Current /,1280x720@24 / 1280x720@24,102.46,8,66.69,1633933033.7049508,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1615Current /,1280x720@24 / 1280x720@24,101.95,8,67.19,1633933034.210442,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1627Current /,1280x720@24 / 1280x720@24,101.45,8,67.69,1633933034.7180972,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1639Current /,1280x720@24 / 1280x720@24,100.95,8,68.19,1633933035.231716,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1651Current /,1280x720@24 / 1280x720@24,100.45,8,68.7,1633933035.7377741,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1664Current /,1280x720@24 / 1280x720@24,99.95,8,69.2,1633933036.24661,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1676Current /,1280x720@24 / 1280x720@24,99.45,8,69.69,1633933036.7550943,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1688Current /,1280x720@24 / 1280x720@24,98.95,8,70.19,1633933037.256275,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1700Current /,1280x720@24 / 1280x720@24,98.45,8,70.69,1633933037.7640052,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1712Current /,1280x720@24 / 1280x720@24,97.95,8,71.2,1633933038.267604,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1724Current /,1280x720@24 / 1280x720@24,97.45,8,71.7,1633933038.7759562,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1736Current /,1280x720@24 / 1280x720@24,96.95,8,72.2,1633933039.2809002,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1748Current /,1280x720@24 / 1280x720@24,96.45,8,72.7,1633933039.7850554,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1760Current /,1280x720@24 / 1280x720@24,95.95,8,73.2,1633933040.293689,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1772Current /,1280x720@24 / 1280x720@24,95.45,8,73.7,1633933040.8039885,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1784Current /,1280x720@24 / 1280x720@24,94.95,8,74.2,1633933041.3118901,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1796Current /,1280x720@24 / 1280x720@24,94.45,8,74.7,1633933041.8127897,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1808Current /,1280x720@24 / 1280x720@24,93.95,8,75.2,1633933042.3188255,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1820Current /,1280x720@24 / 1280x720@24,93.44,8,75.7,1633933042.8255286,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1832Current /,1280x720@24 / 1280x720@24,92.94,8,76.21,1633933043.3309076,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1844Current /,1280x720@24 / 1280x720@24,92.43,8,76.71,1633933043.8352218,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1856Current /,1280x720@24 / 1280x720@24,91.93,8,77.21,1633933044.3434997,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1868Current /,1280x720@24 / 1280x720@24,91.43,8,77.71,1633933044.85074,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1880Current /,1280x720@24 / 1280x720@24,90.93,8,78.21,1633933045.3615947,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1892Current /,1280x720@24 / 1280x720@24,94.67,8,78.71,1633933045.8624144,False,0,1633932960.5614045,39969,152
1136x639 / 0 dropped of 1904Current /,1280x720@24 / 1280x720@24,94.17,8,79.21,1633933046.368655,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1916Current /,1280x720@24 / 1280x720@24,93.67,8,79.71,1633933046.8753326,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1928Current /,1280x720@24 / 1280x720@24,93.18,8,80.2,1633933047.3816087,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1939Current /,1280x720@24 / 1280x720@24,92.68,8,80.7,1633933047.882064,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1951Current /,1280x720@24 / 1280x720@24,92.18,8,81.2,1633933048.391157,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1963Current /,1280x720@24 / 1280x720@24,91.69,8,81.69,1633933048.8991632,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1975Current /,1280x720@24 / 1280x720@24,91.19,8,82.19,1633933049.3993943,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1987Current /,1280x720@24 / 1280x720@24,90.69,8,82.69,1633933049.9046226,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 1999Current /,1280x720@24 / 1280x720@24,90.19,8,83.19,1633933050.4238603,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2011Current /,1280x720@24 / 1280x720@24,89.69,8,83.69,1633933050.9281673,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2023Current /,1280x720@24 / 1280x720@24,89.19,8,84.19,1633933051.4295273,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2035Current /,1280x720@24 / 1280x720@24,88.69,8,84.69,1633933051.9410353,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2047Current /,1280x720@24 / 1280x720@24,88.19,8,85.19,1633933052.4421968,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2059Current /,1280x720@24 / 1280x720@24,87.69,8,85.69,1633933052.9485722,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2071Current /,1280x720@24 / 1280x720@24,87.19,8,86.2,1633933053.4489055,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2083Current /,1280x720@24 / 1280x720@24,86.68,8,86.7,1633933053.960716,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2095Current /,1280x720@24 / 1280x720@24,86.18,8,87.2,1633933054.473723,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2107Current /,1280x720@24 / 1280x720@24,85.68,8,87.7,1633933054.979473,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2119Current /,1280x720@24 / 1280x720@24,85.18,8,88.2,1633933055.4830074,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2131Current /,1280x720@24 / 1280x720@24,84.68,8,88.71,1633933055.9919157,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2143Current /,1280x720@24 / 1280x720@24,84.18,8,89.21,1633933056.4917877,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2155Current /,1280x720@24 / 1280x720@24,83.67,8,89.71,1633933056.992132,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2167Current /,1280x720@24 / 1280x720@24,83.17,8,90.21,1633933057.5032644,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2179Current /,1280x720@24 / 1280x720@24,82.67,8,90.71,1633933058.012477,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2191Current /,1280x720@24 / 1280x720@24,82.17,8,91.21,1633933058.5147796,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2203Current /,1280x720@24 / 1280x720@24,81.67,8,91.71,1633933059.0264106,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2215Current /,1280x720@24 / 1280x720@24,81.17,8,92.22,1633933059.5274565,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2228Current /,1280x720@24 / 1280x720@24,80.67,8,92.72,1633933060.035156,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2240Current /,1280x720@24 / 1280x720@24,80.17,8,93.22,1633933060.5400963,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2252Current /,1280x720@24 / 1280x720@24,79.67,8,93.72,1633933061.0438042,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2264Current /,1280x720@24 / 1280x720@24,79.17,8,94.22,1633933061.5553684,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2276Current /,1280x720@24 / 1280x720@24,78.66,8,94.72,1633933062.0584567,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2288Current /,1280x720@24 / 1280x720@24,78.16,8,95.22,1633933062.5624843,False,0,1633932960.5614045,39969,0
1136x639 / 0 dropped of 2300Current /,1280x720@24 / 1280x720@24,77.66,8,95.72,1633933063.074186,False,0,1633932960.5614045,39969,0
